domainLength,visitCount,durationSeconds,isKnownAiDomain,hourOfDay,pathDepth,chatInterfacePresent,promptInputPresent,generateControlPresent,regenerateControlPresent,aiTermCount,streamingOutputPresent,fileUploadPresent,promptSubmitCount,generateClickCount,pasteEventCount,copyFromResponseCount,typedCharCountBucket,label
13,8,17,False,22,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,17,86,False,6,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,35,223,False,4,2,True,True,True,False,3,False,True,2,0,3,0,2,AI_INTERACTION
20,3,92,True,20,2,True,True,True,False,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,23,33,True,4,0,True,True,True,False,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,25,103,True,0,1,True,True,False,False,6,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,19,400,True,8,3,True,True,True,False,7,False,False,1,0,0,0,3,AI_INTERACTION
11,19,430,False,2,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
25,42,690,True,5,3,True,True,True,True,5,True,False,5,4,3,0,3,AI_GENERATION
20,6,94,True,18,0,True,True,True,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,5,295,True,17,2,True,True,True,False,11,False,True,2,2,1,0,2,AI_INTERACTION
17,27,431,True,10,4,True,True,True,True,8,False,False,4,2,1,0,1,AI_INTERACTION
12,7,114,True,18,1,True,True,True,True,2,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
14,4,307,True,0,3,True,True,True,False,7,False,False,2,0,2,0,3,AI_INTERACTION
12,32,418,True,14,2,True,True,True,True,10,False,True,1,2,0,0,1,AI_INTERACTION
19,43,537,True,10,3,True,True,True,False,7,True,True,8,6,1,3,4,AI_GENERATION
19,11,269,False,23,5,False,False,False,False,1,False,True,0,0,0,0,0,NON_AI
8,9,499,False,15,0,False,False,False,False,0,False,False,0,0,0,0,1,NON_AI
13,12,62,True,19,3,True,True,True,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
9,4,571,False,9,5,False,False,False,False,0,False,False,0,0,0,0,1,NON_AI
11,1,528,False,21,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
16,25,340,False,6,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,16,91,True,11,1,True,True,True,False,12,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
18,9,401,False,18,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,14,424,False,11,2,True,True,True,True,5,False,True,2,0,0,0,3,AI_INTERACTION
17,32,447,True,18,4,True,True,True,False,7,False,True,3,1,1,0,2,AI_INTERACTION
23,7,323,False,19,2,True,True,True,False,15,False,False,3,3,3,0,3,AI_INTERACTION
22,21,88,True,2,0,True,True,False,False,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,8,399,True,23,3,True,True,True,False,9,False,False,4,2,3,0,3,AI_INTERACTION
21,11,135,True,21,3,True,True,True,False,3,False,False,3,0,3,0,1,AI_INTERACTION
11,17,238,True,14,2,True,True,True,False,6,False,True,1,1,2,0,2,AI_INTERACTION
11,45,331,True,18,2,True,True,True,True,9,True,False,2,5,2,0,3,AI_GENERATION
10,31,123,False,9,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
9,11,403,False,20,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
18,15,76,True,22,0,True,True,True,False,6,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
12,29,148,True,4,1,True,True,True,False,15,False,True,3,1,2,0,1,AI_INTERACTION
12,15,397,False,22,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,37,453,True,19,3,True,True,True,True,7,False,True,8,4,2,5,4,AI_GENERATION
11,33,765,True,5,1,True,True,True,False,19,True,False,4,7,2,0,2,AI_GENERATION
11,7,43,True,20,2,True,True,True,True,14,False,False,1,3,0,0,3,AI_INTERACTION
24,17,390,False,7,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
24,17,100,True,5,1,True,True,True,False,13,False,True,3,2,3,0,1,AI_INTERACTION
25,2,477,False,22,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,45,197,True,7,4,True,True,True,True,18,True,True,3,7,5,0,3,AI_GENERATION
22,20,208,False,12,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,8,36,False,7,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,17,53,True,23,1,True,True,False,False,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
22,15,158,True,20,1,True,True,True,True,9,True,True,4,1,2,5,4,AI_GENERATION
18,32,342,True,15,3,True,True,True,False,14,False,True,1,1,0,0,2,AI_INTERACTION
19,24,75,True,9,0,True,True,True,False,11,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
13,3,717,True,23,3,True,True,True,True,7,True,True,8,5,4,6,3,AI_GENERATION
15,17,339,False,1,3,True,True,True,True,15,False,False,4,1,3,0,1,AI_INTERACTION
20,5,23,True,12,2,True,True,True,False,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,25,551,True,8,3,True,True,True,True,12,True,False,7,3,4,1,3,AI_GENERATION
20,13,34,True,12,0,True,True,False,False,11,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
22,23,185,False,19,3,True,True,True,False,10,False,False,4,1,3,0,2,AI_INTERACTION
11,20,100,True,11,3,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
10,24,14,True,9,0,True,True,False,False,3,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
14,13,111,True,23,4,True,True,True,False,8,False,False,4,2,2,0,2,AI_INTERACTION
18,16,407,False,15,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
24,11,430,False,17,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,1,103,True,22,2,True,True,False,False,11,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,14,32,True,10,1,True,True,True,False,7,False,False,1,2,0,0,3,AI_INTERACTION
24,34,242,False,19,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
19,15,220,True,2,4,True,True,True,True,9,False,True,3,2,3,0,2,AI_INTERACTION
14,10,272,True,21,4,True,True,True,True,8,True,True,2,2,0,4,3,AI_GENERATION
15,23,339,True,22,4,True,True,True,True,10,False,True,2,3,1,0,3,AI_INTERACTION
16,40,621,True,22,3,True,True,True,False,20,True,True,5,3,2,2,3,AI_GENERATION
17,8,354,True,18,1,True,True,True,False,9,False,True,4,3,0,0,1,AI_INTERACTION
18,12,81,True,19,2,True,True,True,False,8,False,False,4,3,0,0,3,AI_INTERACTION
23,27,161,True,15,3,True,True,True,False,19,True,False,5,4,1,2,3,AI_GENERATION
12,13,400,True,16,1,True,True,True,True,3,False,False,3,3,3,0,2,AI_INTERACTION
21,19,122,False,12,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,40,580,False,7,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,31,359,False,21,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
10,29,351,False,19,1,True,True,True,False,9,False,True,2,1,0,0,2,AI_INTERACTION
19,31,309,True,13,1,True,True,True,True,10,False,False,3,3,2,0,2,AI_INTERACTION
24,8,387,True,11,4,True,True,True,False,9,False,False,3,0,1,0,1,AI_INTERACTION
20,21,134,False,20,3,True,True,True,False,3,False,False,4,3,2,0,1,AI_INTERACTION
22,10,73,True,14,3,True,True,True,True,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,25,87,True,13,4,True,True,True,False,4,False,True,3,2,1,0,3,AI_INTERACTION
22,23,11,True,13,2,True,True,True,False,9,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
17,22,83,True,2,1,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
25,29,167,False,23,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
25,14,445,False,14,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,49,576,True,19,1,True,True,True,True,4,True,False,7,4,1,1,4,AI_GENERATION
18,33,398,False,13,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,4,272,False,7,4,True,True,True,False,4,False,False,3,2,1,0,3,AI_INTERACTION
22,11,42,True,12,4,True,True,True,False,3,False,True,2,3,0,0,3,AI_INTERACTION
24,14,120,False,8,4,True,True,True,True,10,False,True,3,2,3,0,3,AI_INTERACTION
21,7,113,True,23,1,True,True,True,True,4,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,15,153,True,22,2,True,True,True,True,3,False,False,1,1,0,0,2,AI_INTERACTION
22,3,394,False,3,1,True,True,True,True,8,True,False,1,7,3,3,4,AI_GENERATION
20,19,126,True,14,1,True,True,True,False,3,False,False,4,3,1,0,3,AI_INTERACTION
10,25,104,False,11,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,5,176,True,19,3,True,True,True,False,10,False,False,3,2,1,0,2,AI_INTERACTION
17,48,683,True,21,2,True,True,True,True,9,True,False,2,8,2,6,4,AI_GENERATION
17,35,439,True,12,4,True,True,True,False,10,False,False,3,3,2,0,3,AI_INTERACTION
11,7,11,False,20,1,False,True,True,False,5,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
18,27,831,True,1,2,True,True,True,False,6,True,False,8,8,2,0,2,AI_GENERATION
25,13,495,True,17,2,True,True,True,True,14,False,False,6,6,1,2,4,AI_GENERATION
21,9,257,False,15,3,True,True,True,True,5,False,False,1,2,0,0,3,AI_INTERACTION
10,5,843,True,0,1,True,True,True,False,4,True,True,3,2,0,0,4,AI_GENERATION
20,15,333,False,11,4,True,True,True,True,13,False,True,3,1,0,0,2,AI_INTERACTION
13,36,175,False,15,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
19,40,775,False,11,2,True,True,True,True,16,True,False,7,3,2,0,3,AI_GENERATION
19,40,287,False,21,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
16,16,70,True,8,1,True,True,False,True,6,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
12,31,372,False,1,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,30,299,True,21,3,True,True,True,False,9,False,False,3,2,1,0,1,AI_INTERACTION
18,40,211,False,4,2,False,False,False,False,0,False,False,0,0,0,0,1,NON_AI
16,29,132,True,11,1,True,True,True,False,3,False,False,3,3,2,0,3,AI_INTERACTION
19,12,93,True,21,3,True,True,False,True,4,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
20,19,430,True,8,1,True,True,True,True,17,True,True,6,5,5,0,3,AI_GENERATION
19,7,51,False,5,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,13,105,False,20,1,True,True,True,True,13,False,True,4,2,0,0,3,AI_INTERACTION
21,11,789,False,3,4,True,True,True,True,20,True,True,6,2,3,1,2,AI_GENERATION
11,33,394,True,16,3,True,True,True,True,17,True,True,8,3,1,0,2,AI_GENERATION
23,40,354,True,19,1,True,True,True,False,12,True,False,8,1,0,4,4,AI_GENERATION
21,2,71,True,3,3,True,True,True,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
17,25,91,True,23,1,True,True,True,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,3,48,False,6,3,False,True,False,False,5,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
14,12,828,True,14,1,True,True,True,True,19,True,True,7,5,4,4,2,AI_GENERATION
14,39,248,True,18,1,True,True,True,False,11,True,True,1,4,1,6,2,AI_GENERATION
21,3,75,True,7,4,True,True,True,True,12,True,True,8,7,5,0,2,AI_GENERATION
13,10,94,True,12,0,True,True,True,False,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
21,7,101,True,11,3,True,True,True,True,5,True,True,4,6,2,3,4,AI_GENERATION
17,19,66,True,0,2,True,True,True,True,17,True,False,6,8,3,3,2,AI_GENERATION
15,10,259,True,9,4,True,True,True,False,9,False,True,1,3,0,0,2,AI_INTERACTION
12,10,318,True,0,1,True,True,True,True,6,True,True,3,4,1,6,3,AI_GENERATION
11,22,154,False,4,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,18,349,True,7,2,True,True,True,True,20,False,True,1,6,5,5,3,AI_GENERATION
23,27,31,True,8,4,True,True,True,False,11,False,False,3,3,1,0,2,AI_INTERACTION
16,15,87,True,6,3,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
13,23,543,True,10,3,True,True,True,False,7,False,True,2,8,3,3,2,AI_GENERATION
17,49,832,True,12,1,True,True,True,False,13,True,False,3,8,3,0,2,AI_GENERATION
18,3,32,False,23,3,True,True,True,True,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
22,24,530,False,18,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
18,24,90,True,18,1,True,True,True,False,10,False,True,1,1,0,0,1,AI_INTERACTION
15,5,76,True,4,3,True,True,True,False,5,False,False,2,1,1,0,2,AI_INTERACTION
19,33,525,False,14,3,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
11,27,376,False,4,1,True,True,True,True,16,True,True,8,8,5,5,3,AI_GENERATION
12,20,167,False,8,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,4,318,False,15,1,True,True,True,True,4,False,False,1,2,2,0,2,AI_INTERACTION
24,8,358,False,13,0,False,False,False,False,0,False,False,0,0,0,0,1,NON_AI
24,27,81,True,4,1,True,True,True,False,9,False,True,1,0,0,0,1,AI_INTERACTION
21,13,178,True,17,2,True,True,True,False,5,False,True,1,3,1,0,3,AI_INTERACTION
12,7,32,True,23,1,True,True,True,True,11,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
15,13,480,True,4,1,True,True,True,True,16,True,True,8,7,1,2,3,AI_GENERATION
17,20,99,True,9,3,True,True,True,False,8,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
19,38,33,False,22,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,37,108,False,9,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
17,29,747,True,5,1,True,True,True,False,8,True,False,6,3,0,0,3,AI_GENERATION
16,25,57,True,21,1,True,True,True,False,12,False,False,1,1,2,0,1,AI_INTERACTION
10,22,54,True,8,1,True,True,True,False,11,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
9,33,233,False,17,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
12,19,97,True,23,3,True,True,True,True,17,True,False,1,6,5,1,3,AI_GENERATION
16,3,122,True,17,4,True,True,True,True,13,False,False,7,8,1,5,2,AI_GENERATION
16,4,34,True,6,0,True,True,True,True,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,1,12,True,8,0,True,True,True,False,2,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
16,13,36,True,1,1,True,True,True,False,7,False,False,4,1,2,0,1,AI_INTERACTION
23,13,236,False,4,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,27,98,True,6,2,True,True,True,True,6,False,False,3,3,3,0,2,AI_INTERACTION
23,4,717,True,23,2,True,True,True,True,11,True,False,4,6,5,6,4,AI_GENERATION
15,18,46,True,11,3,True,True,False,False,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,8,271,True,12,2,True,True,True,False,13,False,True,4,1,0,0,2,AI_INTERACTION
21,4,32,True,16,3,True,True,True,False,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
14,13,13,True,19,0,True,True,True,False,8,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
20,13,223,False,18,2,True,True,True,True,6,True,False,6,2,1,5,2,AI_GENERATION
16,22,441,True,21,2,True,True,True,True,9,False,False,3,2,0,0,2,AI_INTERACTION
22,15,551,False,7,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
10,4,142,True,4,2,True,True,True,False,8,False,True,4,0,2,0,2,AI_INTERACTION
12,1,568,False,5,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
24,31,361,False,15,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
17,21,297,False,20,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
21,23,54,False,13,2,False,True,False,False,6,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,9,15,True,12,3,True,True,False,True,4,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
12,43,370,True,17,2,True,True,True,True,9,True,True,6,4,4,5,2,AI_GENERATION
23,24,283,True,10,1,True,True,True,True,10,True,False,4,5,5,2,4,AI_GENERATION
21,32,147,False,20,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
18,44,798,True,4,1,True,True,True,True,8,True,False,4,8,4,3,2,AI_GENERATION
13,3,855,True,10,1,True,True,True,True,16,True,True,4,6,3,0,3,AI_GENERATION
12,8,404,True,5,3,True,True,True,False,5,False,False,4,2,2,0,3,AI_INTERACTION
13,21,79,True,11,0,True,True,False,True,6,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
15,25,96,False,23,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
17,29,395,False,12,5,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
23,47,843,True,12,4,True,True,True,True,16,True,True,1,2,3,0,2,AI_GENERATION
10,16,383,False,9,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,23,426,True,5,2,True,True,True,True,16,True,True,2,8,0,2,2,AI_GENERATION
21,28,226,False,10,4,True,True,True,True,14,True,False,7,8,4,4,3,AI_GENERATION
22,23,686,True,4,1,True,True,True,True,11,True,False,7,4,0,0,3,AI_GENERATION
10,23,82,True,15,0,True,True,True,True,8,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
22,26,386,True,22,4,True,True,True,False,4,False,False,3,2,1,0,2,AI_INTERACTION
13,38,198,True,5,4,True,True,True,True,19,True,False,5,2,4,0,2,AI_GENERATION
22,40,10,False,2,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,1,19,True,21,2,True,True,True,False,11,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,28,553,True,18,2,True,True,True,True,10,True,False,6,6,0,5,3,AI_GENERATION
9,11,269,False,5,4,False,False,False,False,0,False,False,0,0,1,0,0,NON_AI
23,27,48,False,16,1,True,True,True,True,3,False,True,1,3,2,0,2,AI_INTERACTION
16,25,246,False,14,2,False,False,False,False,0,False,False,0,0,1,0,0,NON_AI
8,36,573,False,4,0,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
11,18,84,False,10,2,True,False,True,False,2,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
10,44,744,True,3,2,True,True,True,True,7,True,True,1,1,2,5,4,AI_GENERATION
17,20,67,True,22,2,True,True,False,False,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
22,12,109,True,4,2,True,True,True,False,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,34,424,True,5,1,True,True,True,True,15,False,True,2,1,2,0,3,AI_INTERACTION
21,11,358,True,6,2,True,True,True,False,10,False,True,2,3,2,0,3,AI_INTERACTION
16,4,84,True,13,1,True,True,False,False,11,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
24,28,115,True,15,2,True,True,True,False,6,False,True,3,2,0,0,3,AI_INTERACTION
12,21,5,False,19,3,True,True,True,False,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
17,18,52,True,22,0,True,True,True,False,12,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
13,24,244,True,17,2,True,True,True,False,9,False,True,4,0,1,0,1,AI_INTERACTION
9,11,111,False,13,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
17,37,769,True,21,4,True,True,True,True,4,True,False,3,7,3,3,4,AI_GENERATION
22,21,12,False,1,2,True,True,False,True,5,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
17,20,109,True,22,2,True,True,True,True,7,False,False,3,1,0,0,1,AI_INTERACTION
10,1,474,False,19,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,16,851,True,14,1,True,True,True,True,4,True,False,5,5,1,4,4,AI_GENERATION
19,16,63,True,14,0,True,True,True,True,9,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
20,6,570,False,9,5,False,False,False,False,0,False,False,0,0,0,0,1,NON_AI
19,13,16,True,12,2,True,True,True,False,8,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
16,14,171,True,23,4,True,True,True,True,12,True,False,7,6,0,4,3,AI_GENERATION
12,3,225,True,15,2,True,True,True,True,10,False,True,7,3,4,5,3,AI_GENERATION
11,12,59,True,15,0,True,True,True,True,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
23,25,157,True,19,1,True,True,True,True,18,True,False,5,7,2,0,2,AI_GENERATION
13,39,449,False,5,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,35,192,True,17,1,True,True,True,False,13,False,True,2,3,1,0,3,AI_INTERACTION
14,24,51,True,13,2,True,True,False,True,6,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,43,777,True,4,4,True,True,True,False,6,True,True,6,6,5,5,4,AI_GENERATION
10,22,39,True,4,3,True,True,True,True,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,3,448,True,13,2,True,True,True,False,14,True,True,8,6,3,1,2,AI_GENERATION
21,7,117,True,14,0,True,True,True,False,4,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,9,638,True,8,3,True,True,True,False,11,True,False,2,1,4,4,4,AI_GENERATION
12,18,611,True,10,1,True,True,True,True,14,True,False,3,1,3,4,2,AI_GENERATION
12,48,636,True,22,3,True,True,True,True,14,True,True,2,6,1,1,3,AI_GENERATION
13,19,98,True,11,0,True,True,True,False,3,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
18,48,772,True,4,2,True,True,True,False,19,False,True,3,2,1,3,4,AI_GENERATION
15,8,576,False,13,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
24,24,412,False,10,5,False,False,False,False,0,False,True,0,0,0,0,0,NON_AI
21,23,78,True,15,0,True,True,True,False,10,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
21,31,220,False,14,2,True,True,True,False,3,False,True,2,0,2,0,2,AI_INTERACTION
22,16,66,True,13,3,True,True,False,False,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,33,79,False,4,3,True,True,True,False,15,False,False,1,3,0,0,2,AI_INTERACTION
17,49,299,True,9,4,True,True,True,True,12,True,True,1,1,4,0,2,AI_GENERATION
10,2,87,True,11,2,True,True,True,True,11,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
25,48,405,True,23,3,True,True,True,True,14,True,False,7,6,2,6,4,AI_GENERATION
24,23,440,False,23,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,46,162,True,9,4,True,True,True,True,19,True,True,4,7,3,6,3,AI_GENERATION
21,34,551,False,9,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,32,317,True,8,3,True,True,True,False,8,False,False,2,1,0,0,2,AI_INTERACTION
15,10,30,True,2,3,True,True,True,False,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
22,34,637,False,20,4,True,True,True,True,13,False,False,6,8,4,6,3,AI_GENERATION
10,38,51,False,22,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,28,32,True,6,4,True,True,True,False,8,False,False,2,2,3,0,3,AI_INTERACTION
18,20,99,True,13,1,True,True,False,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
25,2,408,False,18,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,40,814,True,23,2,True,True,True,True,19,True,False,7,8,5,0,3,AI_GENERATION
16,1,41,True,14,3,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,9,112,True,21,3,True,True,False,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
24,12,233,True,17,1,True,True,True,False,14,False,False,3,2,3,0,1,AI_INTERACTION
24,26,895,True,13,2,True,True,True,False,15,True,False,6,4,5,1,2,AI_GENERATION
17,31,85,True,23,1,True,True,True,False,9,False,False,2,3,2,0,1,AI_INTERACTION
15,10,52,True,0,1,True,True,True,False,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,4,497,False,11,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
19,20,88,True,13,4,True,True,True,False,19,False,False,8,2,4,2,4,AI_GENERATION
13,40,528,False,8,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,20,73,False,16,1,True,True,True,True,4,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
23,12,158,True,15,3,True,True,True,True,5,False,True,4,2,1,0,3,AI_INTERACTION
12,7,12,True,23,1,True,True,False,True,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,6,686,True,0,4,True,True,True,False,6,True,True,8,2,4,1,2,AI_GENERATION
23,38,415,False,17,4,False,False,False,False,0,False,False,0,0,1,0,0,NON_AI
9,36,434,False,7,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
16,49,644,False,2,1,True,True,True,False,9,True,False,6,1,0,0,3,AI_GENERATION
15,23,324,False,4,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
18,26,339,False,10,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
21,15,584,True,13,1,True,True,True,True,8,False,True,6,5,1,1,3,AI_GENERATION
15,7,421,False,16,1,True,True,True,True,19,True,False,6,2,3,1,2,AI_GENERATION
11,14,55,True,5,3,True,True,True,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,4,175,True,6,4,True,True,True,True,7,True,True,5,5,2,3,2,AI_GENERATION
15,21,62,False,7,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
9,2,258,False,6,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,22,404,False,11,4,True,True,True,False,9,False,True,3,3,0,0,1,AI_INTERACTION
25,27,268,False,6,0,False,False,False,False,0,False,False,0,0,0,0,1,NON_AI
14,25,429,True,20,2,True,True,True,False,7,False,True,1,0,2,0,2,AI_INTERACTION
10,12,182,False,23,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
24,25,478,False,18,4,False,False,False,False,0,False,True,0,0,0,0,0,NON_AI
22,39,379,True,2,3,True,True,True,True,12,True,False,1,2,0,0,4,AI_GENERATION
18,4,109,True,10,2,True,True,True,True,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,22,74,True,4,3,True,True,True,False,12,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
20,7,39,True,15,0,True,True,False,False,8,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
15,38,336,False,0,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,3,70,True,17,2,True,True,True,False,4,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
15,21,390,False,8,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,22,15,True,3,1,True,True,True,False,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
21,2,76,True,12,0,True,True,True,False,6,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
13,25,40,True,6,0,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
20,37,38,False,19,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,35,876,True,8,4,True,True,True,True,19,False,True,3,1,5,5,3,AI_GENERATION
19,25,22,True,6,1,True,True,False,True,9,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
13,24,387,True,5,1,True,True,True,True,13,False,True,1,2,0,5,3,AI_GENERATION
18,5,531,False,7,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
